Barragem_Nome,Barragem_Altura_AcimaNivelTerreno,Barragem_Capacidade,Barragem_Principal_Tipo_material,Barragem_Principal_comprimento,Uso_principal,Barragem_Categoria_Risco,Barragem_Dano_Potencial_Associado,TemPAE,TemPlanoSeguranca,TemRevisaoPeriodica,CriterioVazaoProjeto_OrgaoExtravasor,TemProjetoExecutivo,TemProjetoComo construido,TemProjetoBasico,TemProjetoConceitual,TemEclusa,Barragem_FasedeVida,ReguladaPNSB,Barragem Pública ou particular,Submetida à algum regulamento?,material_score,risco_score,DPA_score,temPAE_score,temPS_score,maintenance_score,vazao_score,doc_score,Eclusa_score
BARRAGEM N°18,3.5,0.010935,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°19,3.5,0.0072765,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°20,3.5,0.003078,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°21,3.5,0.010935,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°22,3.5,0.0030375,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
ATS 9,3.5,0.010395,"terra, enrocamento ou outros",135.0,dessedentação animal,médio,médio,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,sim,Pública,sim,3.0,50.0,14.0,5.0,5.0,5.0,10,4.0,0.0
ATS 10,7.0,0.010091,"terra, enrocamento ou outros",98.0,dessedentação animal,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,4.0,0.0
ATS 11,10.0,0.009963,"terra, enrocamento ou outros",95.0,dessedentação animal,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,4.0,0.0
ATS 36,5.5,0.009396,"terra, enrocamento ou outros",112.0,dessedentação animal,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,4.0,0.0
ATS 64,6.0,0.014742,"terra, enrocamento ou outros",108.0,dessedentação animal,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Pública,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,4.0,0.0
BARRAGEM N°106,3.5,0.016402,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°107,3.5,0.008634,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°108,3.5,0.011137,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°109,3.5,0.015491,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°90,3.5,0.002381,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°91,3.5,0.00405,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°97,3.5,0.008775,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°98,3.5,0.013608,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°99,3.5,0.00702,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°100,3.5,0.013365,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,,,,sem informação,,Pública,sim,3.0,,,,,,10,,
BARRAGEM N° 111,3.5,0.003847,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 112,3.5,0.01539,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 113,3.5,0.01539,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 114,3.5,0.009112,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 115,3.5,0.007796,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 116,3.5,0.009618,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 117,3.5,0.005103,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 92,3.5,0.014218,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 93,3.5,0.0154,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 125,3.5,0.0135,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 126,3.5,0.006581,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 101 ,3.5,0.008032,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 102,3.5,0.01458,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 103,3.5,0.013365,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N° 110 ,3.5,0.005163,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
nan,6.0,0.219582,"terra, enrocamento ou outros",400.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,sim,,não,primeiro enchimento,,Particular,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°94,3.5,0.012656,"terra, enrocamento ou outros",125.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°95,3.5,0.005346,"terra, enrocamento ou outros",72.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°96,3.5,0.009477,"terra, enrocamento ou outros",135.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°118,3.5,0.007195,"terra, enrocamento ou outros",65.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°119,3.5,0.012723,"terra, enrocamento ou outros",145.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°70,3.5,0.008531,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAGEM N°127,3.5,0.010206,"terra, enrocamento ou outros",90.0,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,,Pública,sim,3.0,,,,,,10,4.0,0.0
BARRAMENTO,3.8,,"terra, enrocamento ou outros",,dessedentação animal,,,,,,não confiável ou < 500 anos,,não,sim,,não,operação,,Particular,sim,3.0,,,,,,10,4.0,0.0
ARTIAGA I,3.55,0.03808,"terra, enrocamento ou outros",62.77,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO,5.0,,"terra, enrocamento ou outros",,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO,5.29,,"terra, enrocamento ou outros",,outros,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO,4.0,,"terra, enrocamento ou outros",,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO,3.0,,"terra, enrocamento ou outros",,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO,4.0,,"terra, enrocamento ou outros",,outros,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO,3.0,,concreto convencional,,irrigação,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,não,,não,projeto,não,Particular,sim,1.0,0.0,7.0,,,,10,,0.0
BARRAMENTO 01,3.0,,"terra, enrocamento ou outros",,irrigação,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO 02,2.3,,"terra, enrocamento ou outros",,,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO 03,4.3,,"terra, enrocamento ou outros",,,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO,3.0,,"terra, enrocamento ou outros",,contenção de resíduos industriais,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,não,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
BARRAMENTO,5.0,,"terra, enrocamento ou outros",,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,não,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
BARRAMENTO 01,4.8,,"terra, enrocamento ou outros",,regularização de vazão,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO 02,4.5,,"terra, enrocamento ou outros",,regularização de vazão,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO 01,4.0,,"terra, enrocamento ou outros",,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
BARRAMENTO SANTA ADÉLIA,3.5,,"terra, enrocamento ou outros",,irrigação,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO FAZ. SANTA LUCIA,7.72,,"terra, enrocamento ou outros",,contenção de resíduos industriais,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO 01,6.7,,"terra, enrocamento ou outros",,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO 02,4.72,,"terra, enrocamento ou outros",,,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO 03,2.72,,"terra, enrocamento ou outros",,,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO 04,2.0,,"terra, enrocamento ou outros",,,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
BARRAMENTO 05,2.0,,"terra, enrocamento ou outros",,,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
nan,4.8,,"terra, enrocamento ou outros",,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
JACURUTU I,9.5,0.053,"terra, enrocamento ou outros",135.0,dessedentação animal,baixo,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Particular,sim,3.0,30.0,7.0,5.0,5.0,5.0,10,4.0,0.0
BARRAGEM DE Terra,3.56,,"terra, enrocamento ou outros",,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,projeto,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
nan,7.0,,"terra, enrocamento ou outros",,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,não,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
nan,7.2,,"terra, enrocamento ou outros",265.0,irrigação,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,não,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
nan,5.0,,"terra, enrocamento ou outros",70.0,industrial,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,não,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
BARRAMENTO SÃO JOÃO ,13.89,2.75,"terra, enrocamento ou outros",260.0,abastecimento humano,,,,,,não confiável ou < 500 anos,,não,sim,,não,operação,sim,Particular,sim,3.0,,,,,,10,4.0,0.0
nan,8.0,,"terra, enrocamento ou outros",230.0,,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,não,,não,inativa,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
nan,12.8,,"terra, enrocamento ou outros",290.0,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,não,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
nan,11.6,,"terra, enrocamento ou outros",270.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,sim,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,4.0,0.0
nan,25.0,,"terra, enrocamento ou outros",152.0,irrigação,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,sim,Particular,sim,3.0,,,,,,10,,0.0
nan,15.4,,"terra, enrocamento ou outros",148.5,,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,sim,Particular,sim,3.0,,,,,,10,,0.0
nan,15.1,,"terra, enrocamento ou outros",115.0,,,,,,,não confiável ou < 500 anos,,não,não,,não,operação,sim,Particular,sim,3.0,,,,,,10,,0.0
nan,21.0,,,,abastecimento humano,,,,,,não confiável ou < 500 anos,,não,,,não,operação,sim,Particular,sim,,,,,,,10,,0.0
BAR ASSOCIAÇÃO PROVI,8.0,,"terra, enrocamento ou outros",200.0,irrigação,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
BAR 2 ASSOCIAÇÃO PROVI,9.0,,"terra, enrocamento ou outros",150.0,irrigação,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
BAR PROXIMA A ILHA DO BANANAL,5.0,,"terra, enrocamento ou outros",320.0,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
BARRAGEM CANAÃ,2.5,,"terra, enrocamento ou outros",,irrigação,baixo,alto,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,sim,Particular,sim,3.0,30.0,21.0,5.0,5.0,5.0,10,4.0,0.0
BARRAGEM DOIS RIOS,5.5,,"terra, enrocamento ou outros",,irrigação,baixo,médio,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,sim,Particular,sim,3.0,30.0,14.0,5.0,5.0,5.0,10,4.0,0.0
BARRAGEM TERRA NEGRA,1.3,,"terra, enrocamento ou outros",,irrigação,baixo,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Particular,sim,3.0,30.0,7.0,5.0,5.0,5.0,10,4.0,0.0
BARRAGEM ILHA VERDE,5.1,,"terra, enrocamento ou outros",,irrigação,baixo,baixo,não,não,não,não confiável ou < 500 anos,não,não,sim,não,não,operação,não,Particular,sim,3.0,30.0,7.0,5.0,5.0,5.0,10,4.0,0.0
PEQUI,9.0,,"terra, enrocamento ou outros",347.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
QUEBRA VARA,9.0,,"terra, enrocamento ou outros",383.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
PIAU,11.2,,"terra, enrocamento ou outros",162.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
SALOBA DOS PATOS,13.0,,"terra, enrocamento ou outros",2000.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
PORTEIRA,11.0,,"terra, enrocamento ou outros",2600.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
OURO VERDE,9.5,,"terra, enrocamento ou outros",1700.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
LAGOA DOS PEIXES,8.0,,"terra, enrocamento ou outros",700.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
CHICA DE BAIXO,11.6,,"terra, enrocamento ou outros",800.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
CHICA ,12.0,,"terra, enrocamento ou outros",415.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
CHICA DE CIMA,17.0,,"terra, enrocamento ou outros",248.0,aquicultura,,,,,,não confiável ou < 500 anos,,não,,,não,operação,sim,Particular,sim,3.0,,,,,,10,,0.0
FRANCO,6.8,,"terra, enrocamento ou outros",292.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
RANCHO,11.0,,"terra, enrocamento ou outros",1300.0,aquicultura,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,3.0,0.0,7.0,,,,10,,0.0
SEREIA,9.0,,"terra, enrocamento ou outros",415.0,irrigação,médio,baixo,não,não,não,não confiável ou < 500 anos,não,não,não,não,não,operação,não,Particular,sim,3.0,50.0,7.0,5.0,5.0,5.0,10,8.0,0.0
nan,10.9,,,,,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,,0.0,7.0,,,,10,,0.0
nan,4.0,,,,,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,,0.0,7.0,,,,10,,0.0
nan,3.5,,,,,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,,0.0,7.0,,,,10,,0.0
nan,7.6,,,,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,,0.0,7.0,,,,10,,0.0
BARRAGEM DE CIMA,9.0,,,,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,,0.0,7.0,,,,10,,0.0
nan,10.4,,,,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Particular,sim,,0.0,7.0,,,,10,,0.0
nan,8.0,,,,dessedentação animal,não se aplica,baixo,,,,não confiável ou < 500 anos,,não,,,não,operação,não,Sem Informação,sim,,0.0,7.0,,,,10,,0.0
