Barragem_Nome,Barragem_Altura_AcimaNivelTerreno,Barragem_Capacidade,Barragem_Principal_Tipo_material,Barragem_Principal_comprimento,Uso_principal,Barragem_UF,Barragem_Municipio,Barragem_Categoria_Risco,Barragem_Dano_Potencial_Associado,TemPAE,TemPlanoSeguranca,TemRevisaoPeriodica,TemProjetoExecutivo,TemProjetoComo construido,TemProjetoBasico,TemProjetoConceitual,TemEclusa,Barragem_FasedeVida,ReguladaPNSB,Submetida à algum regulamento?,Houve alguma fiscalização no período deste RSB?
Juína,14.0,5.06,terra-enrocamento,750.0,hidrelétrica,MT,Juína/MT-Centro Oeste,médio,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Juliões,2.5,0.0103,concreto convencional,50.0,hidrelétrica,MG,Piedade dos Gerais/MG-Sudeste,baixo,baixo,não se aplica,não se aplica,não,não,sim,não,não,não,operação,não,sim,Não
Jupiá (Eng° Souza Dias),42.5,3521.0,terra-enrocamento,4455.0,hidrelétrica,SP,Três Lagoas/MS-Centro Oeste; Castilho/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,sim,operação,sim,sim,Não
Jupiá (Eng° Souza Dias),42.5,3521.0,concreto convencional,1040.0,hidrelétrica,SP,Três Lagoas/MS-Centro Oeste; Castilho/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,sim,operação,sim,sim,Não
Jurumirim (Armando Avellanal Laydner),53.0,7007.52,concreto convencional,390.0,hidrelétrica,SP,Cerqueira César/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Jurupará,27.0,53.685,terra-enrocamento,136.0,hidrelétrica,SP,Ibiúna/SP-Sudeste; Piedade/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Karl Kuhlemann,4.0,0.010122,terra-enrocamento,45.0,hidrelétrica,SC,Dona Emma/SC-Sul; Presidente Getúlio/SC-Sul,baixo,baixo,não se aplica,não se aplica,não,não,não,não,não,não,operação,não,sim,Não
Lageado,9.29,0.00038,terra-enrocamento,90.0,hidrelétrica,TO,Lajeado/TO-Norte,médio,baixo,não se aplica,não se aplica,não,não,não,não,sim,não,operação,não,sim,Não
Lagoa Grande,24.0,67.2,terra-enrocamento,1086.0,hidrelétrica,TO,Dianópolis/TO-Norte; Novo Jardim/TO-Norte; Ponte Alta do Bom Jesus/TO-Norte,baixo,baixo,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Lajari,16.3,2.0,terra-enrocamento,493.0,hidrelétrica,MT,Alto Taquari/MT-Centro Oeste,baixo,baixo,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Lajeado,6.3,0.065,concreto convencional,134.0,hidrelétrica,MS,Cassilândia/MS-Centro Oeste; Chapadão do Sul/MS-Centro Oeste,baixo,baixo,não se aplica,sim,não,sim,não,sim,não,não,operação,não,sim,Não
Lajes,21.5,9.17,terra-enrocamento,245.32,hidrelétrica,TO,Wanderlândia/TO-Norte,médio,médio,não se aplica,sim,não,não,não,não,não,não,operação,sim,sim,Sim
Lajes (Fontes Velha),63.0,450.4,concreto convencional,324.0,hidrelétrica,RJ,Piraí/RJ-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Lajes (Fontes Velha),25.0,1.9,terra-enrocamento,57.0,hidrelétrica,RJ,Piraí/RJ-Sudeste,baixo,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Lajes (Fontes Velha),82.0,450.4,concreto convencional,68.0,hidrelétrica,RJ,Piraí/RJ-Sudeste,baixo,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Lajes (Fontes Velha),31.0,450.4,terra-enrocamento,95.34,hidrelétrica,RJ,Piraí/RJ-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Lajes (Fontes Velha),31.0,450.4,terra-enrocamento,154.0,hidrelétrica,RJ,Piraí/RJ-Sudeste,baixo,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Lajes (Fontes Velha),17.2,49.35,terra-enrocamento,82.0,hidrelétrica,RJ,Piraí/RJ-Sudeste,baixo,médio,não se aplica,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Lavrinhas,20.0,3.37,terra-enrocamento,240.0,hidrelétrica,SP,Lavrinhas/SP-Sudeste,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Lençóis,9.0,0.17,terra-enrocamento,280.0,hidrelétrica,SP,Macatuba/SP-Sudeste,médio,baixo,não se aplica,sim,não,não,não,não,não,não,operação,não,sim,Não
Limoeiro (Armando Salles de Oliveira),42.0,34.13,terra-enrocamento,660.0,hidrelétrica,SP,São José do Rio Pardo/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Limoeiro (Armando Salles de Oliveira),40.0,34.13,terra-enrocamento,250.0,hidrelétrica,SP,São José do Rio Pardo/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Linha Emília,28.0,11.684,concreto convencional,390.0,hidrelétrica,SC,Dois Lajeados/RS-Sul,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Ludesa,30.0,141.96,terra-enrocamento,692.0,hidrelétrica,SC,Abelardo Luz/SC-Sul; Ipuaçu/SC-Sul; São Domingos/SC-Sul,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Luís Eduardo Magalhães (Lajeado),45.0,5382.0,terra-enrocamento,2000.0,hidrelétrica,TO,Miracema do Tocantins/TO-Norte; Palmas/TO-Norte,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Luiz Dias ,6.0,0.02,concreto convencional,40.0,hidrelétrica,MG,Itajubá/MG-Sudeste,baixo,alto,não,não,não,não,sim,não,não,não,operação,sim,sim,Não
Luiz Dias Lins (Antiga Manopla),10.0,0.56,terra-enrocamento,680.0,hidrelétrica,PE,Rio Formoso/PE-Nordeste,baixo,baixo,não se aplica,não se aplica,não,não,sim,não,não,não,operação,não,sim,Não
Luiz Gonzaga (Itaparica),105.0,10782.0,terra-enrocamento,4731.7,hidrelétrica,PE,Jatobá/PE-Nordeste; Petrolândia/PE-Nordeste; Glória/BA-Nordeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Luiz Queiroz ,12.0,0.0,concreto convencional,72.0,hidrelétrica,SP,Piracicaba/SP-Sudeste,médio,baixo,não se aplica,não se aplica,não,não,não,não,não,não,operação,não,sim,Não
MACABU,38.0,37.51,concreto convencional,285.0,hidrelétrica,RJ,Trajano de Morais/RJ-Sudeste,baixo,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Macaco Branco,3.5,0.01,concreto convencional,76.5,hidrelétrica,SP,Campinas/SP-Sudeste,médio,baixo,não se aplica,não se aplica,não,não,não,não,não,não,operação,não,sim,Não
Machadinho,126.0,3339.0,terra-enrocamento,700.0,hidrelétrica,SC,Piratuba/SC-Sul; Maximiliano de Almeida/RS-Sul,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Machadinho,22.0,3339.0,terra-enrocamento,390.0,hidrelétrica,SC,Piratuba/SC-Sul; Maximiliano de Almeida/RS-Sul,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Machadinho,31.0,3339.0,terra-enrocamento,335.0,hidrelétrica,SC,Piratuba/SC-Sul; Maximiliano de Almeida/RS-Sul,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Machado Mineiro,42.0,200.95,terra-enrocamento,360.0,hidrelétrica,MG,Águas Vermelhas/MG-Sudeste; São João do Paraíso/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Madame Denise (Cachoeira do Furado),18.0,2.2,concreto convencional,123.5,hidrelétrica,MG,Taquaraçu de Minas/MG-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Sim
Mafrás,3.5,0.0,terra-enrocamento,140.0,hidrelétrica,SC,Ibirama/SC-Sul,baixo,baixo,não se aplica,não se aplica,não,não,sim,sim,não,não,operação,não,sim,Não
Malagone,30.0,14.253139,terra-enrocamento,386.92,hidrelétrica,MG,Uberlândia/MG-Sudeste,baixo,baixo,não se aplica,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Malagone,10.0,14.253139,terra-enrocamento,450.0,hidrelétrica,MG,Uberlândia/MG-Sudeste,baixo,baixo,não se aplica,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Mambaí II,33.0,2.583,terra-enrocamento,242.0,hidrelétrica,GO,Sítio d´Abadia/GO-Centro Oeste,baixo,baixo,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Mambaí II,10.5,2.583,terra-enrocamento,103.0,hidrelétrica,GO,Sítio d´Abadia/GO-Centro Oeste,baixo,baixo,não se aplica,sim,não,não,sim,sim,não,não,operação,não,sim,Não
Manso,73.0,8555.0,terra-enrocamento,369.0,hidrelétrica,MT,Chapada dos Guimarães/MT-Centro Oeste; Rosário Oeste/MT-Centro Oeste,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Maracanã,8.0,0.64,concreto convencional,200.0,hidrelétrica,MT,Nova Marilândia/MT-Centro Oeste,baixo,baixo,não se aplica,não se aplica,não,sim,não,sim,não,não,operação,não,sim,Não
Marco Baldo,30.0,8.75,terra-enrocamento,273.0,hidrelétrica,RS,Braga/RS-Sul; Campo Novo/RS-Sul,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Marechal Mascarenhas de Moraes (Antiga Peixoto),72.0,4234.0,concreto convencional,600.0,hidrelétrica,MG,Delfinópolis/MG-Sudeste; Ibiraci/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Marimbondo,90.0,6640.0,terra-enrocamento,3600.0,hidrelétrica,MG,Fronteira/MG-Sudeste; Icém/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Marmelos,8.0,0.02,concreto convencional,51.0,hidrelétrica,MG,Juiz de Fora/MG-Sudeste,baixo,baixo,não,não,não,não,sim,não,não,não,operação,não,sim,Não
Martins,9.0,0.461,concreto convencional,165.0,hidrelétrica,MG,Uberlândia/MG-Sudeste,baixo,baixo,não,não,não,não,sim,não,não,não,operação,não,sim,Não
Mascarenhas,28.0,24.431,concreto convencional,500.0,hidrelétrica,ES,Baixo Guandu/ES-Sudeste; Aimorés/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Mascarenhas,9.0,24.431,terra-enrocamento,170.0,hidrelétrica,ES,Baixo Guandu/ES-Sudeste; Aimorés/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Mascarenhas,9.0,24.431,terra-enrocamento,240.0,hidrelétrica,ES,Baixo Guandu/ES-Sudeste; Aimorés/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Mata Cobra ,12.7,2.72,terra-enrocamento,160.0,hidrelétrica,RS,Carazinho/RS-Sul,baixo,baixo,não,não,não,não,não,não,não,não,operação,não,sim,Não
Mata Velha,44.0,38.12,terra-enrocamento,272.0,hidrelétrica,MG,Cabeceira Grande/MG-Sudeste; Unaí/MG-Sudeste,baixo,baixo,não se aplica,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Mello,23.4,4.41,terra-enrocamento,147.0,hidrelétrica,MG,Rio Preto/MG-Sudeste,alto,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Miranda,85.0,11200.0,terra-enrocamento,1220.0,hidrelétrica,MG,Indianópolis/MG-Sudeste; Uberlândia/MG-Sudeste,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Mogi-Guaçu,24.05,32.89,terra-enrocamento,290.0,hidrelétrica,SP,Mogi Guaçu/SP-Sudeste,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Moinho  ,22.1,0.64,concreto convencional,142.05,hidrelétrica,RS,Barracão/RS-Sul; Pinhal/RS-Sul,baixo,médio,não se aplica,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Moinho ,7.0,2.42,concreto convencional,190.0,hidrelétrica,PR,Marechal Cândido Rondon/PR-Sul,baixo,baixo,não se aplica,não se aplica,não,sim,não,não,não,não,operação,não,sim,Não
Monjolinho,4.0,0.017,concreto convencional,30.0,hidrelétrica,SP,São Carlos/SP-Sudeste,baixo,baixo,não se aplica,sim,não,não,não,não,não,não,operação,não,sim,Não
Monjolinho (Antiga Alzir dos Santos Antunes),74.0,150.48,terra-enrocamento,420.0,hidrelétrica,RS,Faxinalzinho/RS-Sul; Nonoai/RS-Sul,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Monte Alto,16.0,1.020757,concreto convencional,101.15,hidrelétrica,MG,Passos/MG-Sudeste,médio,médio,não se aplica,sim,não,não,não,não,não,não,operação,sim,sim,Sim
Monte Belo,1.0,0.0,concreto convencional,65.0,hidrelétrica,RO,Alta Floresta d´Oeste/RO-Norte,médio,baixo,não se aplica,não se aplica,não,não,não,não,não,não,operação,não,sim,Não
Monte Claro,27.0,23.12,concreto convencional,232.0,hidrelétrica,RS,Bento Gonçalves/RS-Sul; Veranópolis/RS-Sul,baixo,alto,sim,sim,não,sim,não,não,não,não,operação,sim,sim,Não
Monte Serrat,28.5,1.24,terra-enrocamento,237.0,hidrelétrica,RJ,Comendador Levy Gasparian/RJ-Sudeste; Simão Pereira/MG-Sudeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Morrinhos ,7.15,0.75,concreto convencional,75.1,hidrelétrica,RS,Barão do Triunfo/RS-Sul; São Jerônimo/RS-Sul,baixo,baixo,não se aplica,não se aplica,não,não,sim,sim,não,não,operação,não,sim,Não
Mosquitão,32.0,18.69,terra-enrocamento,1016.0,hidrelétrica,GO,Arenópolis/GO-Centro Oeste; Iporá/GO-Centro Oeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Mourão I,19.0,64.67,concreto convencional,495.0,hidrelétrica,PR,Campo Mourão/PR-Sul,baixo,médio,não se aplica,sim,não,não,não,sim,não,não,operação,sim,sim,Sim
Mucuri,42.0,87.0,terra-enrocamento,182.0,hidrelétrica,MG,Carlos Chagas/MG-Sudeste; Pavão/MG-Sudeste,baixo,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Muniz Freire,5.5,0.28,concreto convencional,23.3,hidrelétrica,ES,Muniz Freire/ES-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Neblina ,8.0,0.35,concreto convencional,243.5,hidrelétrica,MG,Ipanema/MG-Sudeste,médio,baixo,não,sim,não,não,não,não,sim,não,operação,não,sim,Não
Nilo Peçanha,47.0,27.6,terra-enrocamento,180.0,hidrelétrica,RJ,Piraí/RJ-Sudeste,baixo,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Nilo Peçanha,41.0,27.6,terra-enrocamento,232.0,hidrelétrica,RJ,Piraí/RJ-Sudeste,baixo,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Ninho da Águia,15.0,0.068,terra-enrocamento,67.0,hidrelétrica,MG,Delfim Moreira/MG-Sudeste,baixo,baixo,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Nova Aurora,37.5,58.58,terra-enrocamento,417.96,hidrelétrica,GO,Goiandira/GO-Centro Oeste; Ipameri/GO-Centro Oeste; Nova Aurora/GO-Centro Oeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Nova Avanhandava (Rui Barbosa),71.0,2830.0,terra-enrocamento,2038.0,hidrelétrica,SP,Buritama/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,não,não,sim,operação,sim,sim,Não
Nova Fátima,13.04,0.0005053999999999999,concreto convencional,75.0,hidrelétrica,SC,Santa Rosa de Lima/SC-Sul,baixo,baixo,não se aplica,não se aplica,não,sim,não,não,não,não,operação,não,sim,Não
Nova Maurício,22.8,22.5,concreto convencional,110.0,hidrelétrica,MG,Leopoldina/MG-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Sim
Nova Mutum,8.0,0.873,concreto convencional,242.0,hidrelétrica,MT,Nova Mutum/MT-Centro Oeste,baixo,baixo,não se aplica,não se aplica,não,sim,não,sim,não,não,operação,não,sim,Não
Nova Ponte,142.0,12792.0,terra-enrocamento,1670.0,hidrelétrica,MG,Nova Ponte/MG-Sudeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Novo Horizonte,25.0,0.9634,terra-enrocamento,180.0,hidrelétrica,PR,Bocaiúva do Sul/PR-Sul; Campina Grande do Sul/PR-Sul,baixo,baixo,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Oliveira,2.0,0.0911,concreto convencional,38.0,hidrelétrica,MG,Oliveira/MG-Sudeste,baixo,baixo,não se aplica,não se aplica,não,não,sim,não,não,não,operação,não,sim,Não
Ombreiras,36.5,49.36,terra-enrocamento,690.0,hidrelétrica,MT,Araputanga/MT-Centro Oeste; Jauru/MT-Centro Oeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Oriental,17.0,7.0,terra-enrocamento,600.0,hidrelétrica,PE,São José da Laje/AL-Nordeste,baixo,médio,sim,não,não,não,sim,sim,não,não,operação,sim,sim,Não
Ormeo Junqueira Botelho (Antiga Cachoeira Encoberta),48.6,2.638,concreto convencional,217.69,hidrelétrica,MG,Muriaé/MG-Sudeste,baixo,alto,não,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Ourinhos,25.0,20.82,concreto convencional,230.0,hidrelétrica,SP,Ourinhos/SP-Sudeste; Jacarezinho/PR-Sul,baixo,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Ouro,13.0,0.53,concreto convencional,83.0,hidrelétrica,RS,Barracão/RS-Sul,baixo,baixo,não se aplica,não se aplica,não,não,sim,sim,não,não,operação,não,sim,Não
Paciência,9.0,0.36,concreto convencional,55.0,hidrelétrica,MG,Matias Barbosa/MG-Sudeste,baixo,alto,não,não,não,não,sim,não,não,não,operação,sim,sim,Não
Padre Carlos (Antiga Rolador),8.1,0.92,concreto convencional,171.15,hidrelétrica,MG,Poços de Caldas/MG-Sudeste,baixo,médio,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Paes Leme ,1.6,0.003,concreto convencional,27.0,hidrelétrica,MG,Passa-Vinte/MG-Sudeste,médio,baixo,não se aplica,não se aplica,não,não,não,não,não,não,operação,não,sim,Não
Pai Joaquim,10.0,0.3,concreto convencional,190.0,hidrelétrica,MG,Sacramento/MG-Sudeste; Santa Juliana/MG-Sudeste,baixo,baixo,não,não,não,não,sim,não,não,não,operação,não,sim,Não
Paina II,14.7,1.88,concreto convencional,65.0,hidrelétrica,PR,Castro/PR-Sul,baixo,baixo,não,não,não,sim,não,não,não,não,operação,não,sim,Não
Paiol,21.0,1.861,terra-enrocamento,163.0,hidrelétrica,MG,Frei Inocêncio/MG-Sudeste; Mathias Lobato/MG-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Palanguinho,50.0,9.46,concreto convencional,173.5,hidrelétrica,RS,Caxias do Sul/RS-Sul; São Francisco de Paula/RS-Sul,baixo,baixo,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Palheiros Klabin,3.4,2.28,terra-enrocamento,22.0,hidrelétrica,SC,Petrolândia/SC-Sul,baixo,médio,não se aplica,sim,não,não,não,não,sim,não,operação,sim,sim,Não
Palmeiras ,19.0,32.7,terra-enrocamento,118.0,hidrelétrica,SC,Rio dos Cedros/SC-Sul,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Palmeiras ,11.0,0.15,concreto convencional,58.6,hidrelétrica,SC,Rio dos Cedros/SC-Sul,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Palmeiras ,13.0,0.005,terra-enrocamento,56.0,hidrelétrica,SC,Rio dos Cedros/SC-Sul,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Palmeiras  ,20.0,15.95,terra-enrocamento,598.0,hidrelétrica,SP,Guará/SP-Sudeste; São Joaquim da Barra/SP-Sudeste,baixo,alto,sim,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Pampeana,36.0,40.3,terra-enrocamento,580.0,hidrelétrica,MT,Barra do Bugres/MT-Centro Oeste; Tangará da Serra/MT-Centro Oeste,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Paracambi,22.0,6.97,terra-enrocamento,303.5,hidrelétrica,RJ,Paracambi/RJ-Sudeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Paracambi,17.0,6.97,terra-enrocamento,70.0,hidrelétrica,RJ,Paracambi/RJ-Sudeste,baixo,alto,sim,sim,não,sim,não,sim,não,não,operação,sim,sim,Não
Paraibuna,94.0,5190.0,terra-enrocamento,595.0,hidrelétrica,SP,Paraibuna/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Paraibuna,104.0,5190.0,terra-enrocamento,586.0,hidrelétrica,SP,Paraibuna/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Paraibuna,50.0,5190.0,terra-enrocamento,700.0,hidrelétrica,SP,Paraibuna/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Paraibuna,80.0,5190.0,terra-enrocamento,530.0,hidrelétrica,SP,Paraibuna/SP-Sudeste,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Paraíso I,18.0,6.0,terra-enrocamento,630.0,hidrelétrica,MS,Costa Rica/MS-Centro Oeste,baixo,médio,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Paranapanema,13.0,2.98816,concreto convencional,140.0,hidrelétrica,SP,Piraju/SP-Sudeste,médio,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Sim
Paranatinga II,29.5,16.9,terra-enrocamento,867.0,hidrelétrica,MT,Campinápolis/MT-Centro Oeste; Paranatinga/MT-Centro Oeste,baixo,médio,não se aplica,sim,não,não,sim,sim,não,não,operação,sim,sim,Não
Paranoá,48.0,498.0,terra-enrocamento,600.0,hidrelétrica,DF,Brasília/DF-Centro Oeste,baixo,alto,sim,sim,não,não,não,não,sim,não,operação,sim,sim,Sim
Paraúna,13.0,0.09,concreto convencional,373.0,hidrelétrica,MG,Gouveia/MG-Sudeste,baixo,alto,não,não,não,não,sim,não,não,não,operação,sim,sim,Não
Pardos,4.5,0.46,concreto convencional,85.0,hidrelétrica,SC,Matos Costa/SC-Sul; Porto União/SC-Sul,baixo,baixo,não se aplica,não se aplica,não,sim,não,sim,não,não,operação,não,sim,Não
Parecis,15.0,10.2,terra-enrocamento,386.0,hidrelétrica,MT,Campos de Júlio/MT-Centro Oeste; Sapezal/MT-Centro Oeste,baixo,médio,não se aplica,sim,não,não,sim,não,não,não,operação,sim,sim,Não
passo de Ajuricaba,9.5,1.4,concreto convencional,164.0,hidrelétrica,RS,Ijuí/RS-Sul,baixo,baixo,não se aplica,não se aplica,não,sim,não,não,não,não,operação,não,sim,Não
Passo do Inferno,8.0,0.1,concreto convencional,74.0,hidrelétrica,RS,São Francisco de Paula/RS-Sul,baixo,baixo,não,sim,não,não,não,não,não,não,operação,não,sim,Não
Passo do Meio,30.0,27.14,concreto convencional,182.04,hidrelétrica,RS,Bom Jesus/RS-Sul; São Francisco de Paula/RS-Sul,baixo,alto,sim,sim,não,não,sim,não,não,não,operação,sim,sim,Não
Passo Ferraz,2.7,0.31,concreto convencional,230.0,hidrelétrica,SC,Bom Jesus/SC-Sul,baixo,baixo,não,não,não,sim,não,sim,não,não,operação,não,sim,Não
Passo Fundo,47.0,1405.0,terra-enrocamento,636.0,hidrelétrica,RS,Entre Rios do Sul/RS-Sul,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
Passo Fundo,13.0,1405.0,terra-enrocamento,300.0,hidrelétrica,RS,Entre Rios do Sul/RS-Sul,baixo,alto,sim,sim,não,não,não,não,não,não,operação,sim,sim,Não
