username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,hashtags,mentions,geo,urls
pennyone,,"Time for me to wish my dear Twitter friends goodnight. Take care & stay safe until we meet again. Another week ready to unfold before us...let's hope that we can take another step closer to Brexit...it is the only thing that makes any sense...a clean No Deal, No Compromise Brexit ",0,5,2,1178459433275400192,https://twitter.com/pennyone/status/1178459433275400192,2967915124,2019-09-29 23:59:58+00:00,Sun Sep 29 23:59:58 +0000 2019,,,,
temuujin71,,Камерон гуай BREXIT санал асуулга явуулсандаа харамсаж байна гэнэ ,4,6,1,1178459429114531840,https://twitter.com/temuujin71/status/1178459429114531840,1727930592,2019-09-29 23:59:57+00:00,Sun Sep 29 23:59:57 +0000 2019,,,,
terminallytang1,SproggThe,"Yes, and no less a democrat. You are obviously more psychic than me to have foreseen Yellowhammer, Trump's bid for the NHS, the insolubility of the Irish border question, two day delays for lorries to get through Dover, the rise of the far right...And you still chose Brexit?",0,0,0,1178459410726871041,https://twitter.com/terminallytang1/status/1178459410726871041,523530643,2019-09-29 23:59:52+00:00,Sun Sep 29 23:59:52 +0000 2019,,,,
Curious_Chak,NeilClark66,Lab was 20 points behind in April 2017 when Leave voters still thought it was delivering Brexit,0,0,0,1178459287380774912,https://twitter.com/Curious_Chak/status/1178459287380774912,975806993201057793,2019-09-29 23:59:23+00:00,Sun Sep 29 23:59:23 +0000 2019,,,,
StevenS23434085,BorisJohnson,Over the past few years I have heard many good arguments to uphold Brexit and leave the EU (I voted leave by the way) I have also heard many remain voters that would now vote leave.,0,0,1,1178459271979311106,https://twitter.com/StevenS23434085/status/1178459271979311106,1177618183798362114,2019-09-29 23:59:19+00:00,Sun Sep 29 23:59:19 +0000 2019,,,,
SuitJut,,Boris Johnson Battles Sex Allegations as Brexit Opponents Plot http://ow.ly/GBE6101OYTy,0,0,0,1178459244288528384,https://twitter.com/SuitJut/status/1178459244288528384,1143523817572241409,2019-09-29 23:59:13+00:00,Sun Sep 29 23:59:13 +0000 2019,,,,http://ow.ly/GBE6101OYTy
Bernardi_UK,,The Guardian view on Boris Johnson’s Brexit plans: all humbug | Editorial ,0,0,0,1178459220234194944,https://twitter.com/Bernardi_UK/status/1178459220234194944,374385397,2019-09-29 23:59:07+00:00,Sun Sep 29 23:59:07 +0000 2019,,,,https://www.theguardian.com/commentisfree/2019/sep/29/the-guardian-view-on-boris-johnsons-brexit-plans-all-humbug?CMP=share_btn_tw
tali3san,,Brexit: Brendan O’Neill’s encouragement of riots proves the far right are free to incite violence without scrutiny https://www.independent.co.uk/voices/brexit-riot-brendan-o-neill-boris-johnson-bbc-politics-live-a9125206.html What a complete pile of shit from The Independent.,0,0,0,1178459211979608067,https://twitter.com/tali3san/status/1178459211979608067,13161972,2019-09-29 23:59:05+00:00,Sun Sep 29 23:59:05 +0000 2019,,,,https://www.independent.co.uk/voices/brexit-riot-brendan-o-neill-boris-johnson-bbc-politics-live-a9125206.html
BillArcherBHAFC,,Do you know what what #Brexit rhymes with? #Bollocks,0,0,0,1178459204123803650,https://twitter.com/BillArcherBHAFC/status/1178459204123803650,993147985432383489,2019-09-29 23:59:03+00:00,Sun Sep 29 23:59:03 +0000 2019,#Brexit #Bollocks,,,
politicalpig,MrMasonMills,"I do not know he wouldn't reject it at all. I have said for over a week I didn't want a GE or VoNC before 31.10 as it is not needed, therefore why would I assume he did want it? A GE before a guaranteed brexit is risky business with TBP playing spoiler.",0,6,3,1178459195185733633,https://twitter.com/politicalpig/status/1178459195185733633,15605368,2019-09-29 23:59:01+00:00,Sun Sep 29 23:59:01 +0000 2019,,,,
inartfairNYK,,Did the Tory Conference give clarity as to who they intend to put into the Body Bags they've ordered for Brexit? #HolocaustMemorialDay #MLK #GrenfellTower,0,0,0,1178459177313853441,https://twitter.com/inartfairNYK/status/1178459177313853441,505829284,2019-09-29 23:58:57+00:00,Sun Sep 29 23:58:57 +0000 2019,#HolocaustMemorialDay #MLK #GrenfellTower,,,
mandaobserver,SamGyimah,Not correct. Leaving without a deal achieves Brexit. Let's get Brexit done. Let's leave the EU as soon as we can.,0,0,0,1178459166525911041,https://twitter.com/mandaobserver/status/1178459166525911041,25988523,2019-09-29 23:58:54+00:00,Sun Sep 29 23:58:54 +0000 2019,,,,
TarikAouirika1,,Article 50 #Brexit,0,0,0,1178459133252640769,https://twitter.com/TarikAouirika1/status/1178459133252640769,1053595758488944640,2019-09-29 23:58:46+00:00,Sun Sep 29 23:58:46 +0000 2019,#Brexit,,,
colonelmuppet,,"Revoking Brexit could see us bailing out the failed euro. *Another Euro crisis asking us for more capital, will destroy Remain &amp; indeed entire establishment credibility. If we have to throw in another 200bn will Supreme Court judges resign? ",0,0,0,1178459121747513344,https://twitter.com/colonelmuppet/status/1178459121747513344,809213123005595652,2019-09-29 23:58:43+00:00,Sun Sep 29 23:58:43 +0000 2019,,,,https://www.telegraph.co.uk/business/2019/09/28/revoking-brexit-could-see-us-bailing-failed-euro/
berylharris21,AllisterHeath,"How much more damage is this guy going to be encouraged to do, again remoaners ignore some peoples moralistic deficiencies if they share their views on stopping Brexit..Whilst slandering those with the decency to uphold the valid votes of their own constituents... ",0,0,0,1178459107365462016,https://twitter.com/berylharris21/status/1178459107365462016,912389541163667456,2019-09-29 23:58:40+00:00,Sun Sep 29 23:58:40 +0000 2019,,,,https://twitter.com/AllisterHeath/status/1178202922691289088
