username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,hashtags,mentions,geo,urls
brexit_clock,,"WOW - Another Brexit extension - time now until 31st October 2019 : 171 days, 21 hours, 59 minutes and 59 seconds #BREXIT #BREXITCLOCK #CLOCK #EU #EUREF #LEAVE",0,0,0,1127725136587706368,https://twitter.com/brexit_clock/status/1127725136587706368,931571397280845824,2019-05-12 23:59:59+00:00,Sun May 12 23:59:59 +0000 2019,#BREXIT #BREXITCLOCK #CLOCK #EU #EUREF #LEAVE,,,
adityajakki,,Britain is heading for another #Brexit smack in the form of @Nigel_Farage #BrexitParty . Britain is the most fucked up democracy in the world at present.,0,0,1,1127725090081255426,https://twitter.com/adityajakki/status/1127725090081255426,436477333,2019-05-12 23:59:48+00:00,Sun May 12 23:59:48 +0000 2019,#Brexit #BrexitParty,@Nigel_Farage,,https://www.euronews.com/2019/05/12/support-for-new-brexit-party-surges-amid-voter-backlash
OhhChuff,rcrobjohn,The irony being that a vote for the Brexit party will guarantee either leaving with May's deal or revoking A50,0,1,2,1127725083018059782,https://twitter.com/OhhChuff/status/1127725083018059782,3295475532,2019-05-12 23:59:46+00:00,Sun May 12 23:59:46 +0000 2019,,,,
SebWrites,relovedreams,"So ""yes"" @JeremyCorbyn &amp; #Labour should be challenged on their ineffective opposition to #Brexit, by a leader in #Corbyn who ""unbelievable"" gave out a 3 line whip for any #Labour MPs voting with their conscience against Brexit. 'Utter' denial to say that Corbyn has acted well!",0,0,0,1127725068925177856,https://twitter.com/SebWrites/status/1127725068925177856,343956175,2019-05-12 23:59:43+00:00,Sun May 12 23:59:43 +0000 2019,#Labour #Brexit #Corbyn #Labour,@jeremycorbyn,,
DBanksy,Adamprice,The creators of Teenage Dirtbag dip their toes in the choppy waters of Brexit and Welsh independence... ,1,3,0,1127724973253066752,https://twitter.com/DBanksy/status/1127724973253066752,43183310,2019-05-12 23:59:20+00:00,Sun May 12 23:59:20 +0000 2019,,,,https://twitter.com/Adamprice/status/1127651832824655872
gordo_mck,Captainred14,Corbyn Labour is in shit. Irrelevant in Scotland and Brexit has def had more of an effect on Labour in terms of those voters who want to remain/leave. He needs a GE sooner than later.,0,0,0,1127724958984146944,https://twitter.com/gordo_mck/status/1127724958984146944,1124725015868526593,2019-05-12 23:59:16+00:00,Sun May 12 23:59:16 +0000 2019,,,,
velvetsilk,lewis_goodall,Folkestone & Hythe. Conservatives and Brexit Party so far. Postal vote for Lib Dems returned Friday.,0,2,1,1127724948750045184,https://twitter.com/velvetsilk/status/1127724948750045184,2327434344,2019-05-12 23:59:14+00:00,Sun May 12 23:59:14 +0000 2019,,,,
JakeRubin__,ElectionMapsUK,"Remainers, just take a soft Brexit and run, FFS ",0,2,0,1127724948716388352,https://twitter.com/JakeRubin__/status/1127724948716388352,14294868,2019-05-12 23:59:14+00:00,Sun May 12 23:59:14 +0000 2019,,,,https://twitter.com/ElectionMapsUK/status/1127720320067149825
Annie13Bradley,AndrewMarr9,"I think your missing the point.Manifesto's mean nothing as con/lab have both disregarded what we the British people voted for.Until Brexit is delivered nobody is intrested in any so called ""manifesto""they deem to dream up.",0,1,0,1127724932908101633,https://twitter.com/Annie13Bradley/status/1127724932908101633,3009494815,2019-05-12 23:59:10+00:00,Sun May 12 23:59:10 +0000 2019,,,,
thesecretdooruk,kenzingtonGB,"They weren't referred. Keep up. Leave campaign found guilty. Little cult, u got to get some new arguments if u wanna keep up the brexit delusion. A good troll would do some more research and divert the topics away from cheating as it is proven.",0,0,1,1127724920396554245,https://twitter.com/thesecretdooruk/status/1127724920396554245,711136969,2019-05-12 23:59:07+00:00,Sun May 12 23:59:07 +0000 2019,,,,
Roger96203916,,Ted Malloch: HOW TO WIN BREXIT AND TAKEOVER THE EU IN ONE FELL SWOOP https://www.thegatewaypundit.com/2019/05/ted-malloch-how-to-win-brexit-and-takeover-the-eu-in-one-fell-swoop/ via @gatewaypundit,0,0,0,1127724908501524481,https://twitter.com/Roger96203916/status/1127724908501524481,898551404528369664,2019-05-12 23:59:04+00:00,Sun May 12 23:59:04 +0000 2019,,@gatewaypundit,,https://www.thegatewaypundit.com/2019/05/ted-malloch-how-to-win-brexit-and-takeover-the-eu-in-one-fell-swoop/
eurinco1,nickreeves9876,"Voters still thinking of voting for Farage & Co Ltd need to think whether they would be prepared to sacrifice the NHS, whether they support joint efforts to combat climate change which Mr Farage so derides, as well as the impact on jobs of the no deal Brexit he advocates. Really? ",0,0,0,1127724869599354880,https://twitter.com/eurinco1/status/1127724869599354880,1251328470,2019-05-12 23:58:55+00:00,Sun May 12 23:58:55 +0000 2019,,,,https://twitter.com/nickreeves9876/status/1127511689203732480
Joshn11,slsandpet,So you saying trump was favorite to win? And Brexit for yes vote? What are you trying to argue here,0,0,0,1127724866788966401,https://twitter.com/Joshn11/status/1127724866788966401,23724992,2019-05-12 23:58:55+00:00,Sun May 12 23:58:55 +0000 2019,,,,
gnib1969,gavinesler,"A vote for the Brexit party puts a few people in the EU ""parliament"" for a few months and guess what, they won't be touching the NHS or any other domestic policy. And they're still more popular than you.",0,0,0,1127724863010091008,https://twitter.com/gnib1969/status/1127724863010091008,294842401,2019-05-12 23:58:54+00:00,Sun May 12 23:58:54 +0000 2019,,,,
sadmanonthehill,AndrewMarr9,You really screwed up on Sunday. Your interview with Farage has only added more voters to his Party. You completely misjudged the mood of the country towards Brexit and Farage.,0,1,0,1127724852893364229,https://twitter.com/sadmanonthehill/status/1127724852893364229,4307923943,2019-05-12 23:58:51+00:00,Sun May 12 23:58:51 +0000 2019,,,,
DianeRoe13,AmberRuddUK,It's the cons with the false Brexit betrayal narrative! Nigel Farage is the solution &amp; the realist. His policy is to leave the EU. Any other policies are pointless until we achieve that!,0,0,0,1127724838817292289,https://twitter.com/DianeRoe13/status/1127724838817292289,1092761845914574848,2019-05-12 23:58:48+00:00,Sun May 12 23:58:48 +0000 2019,,,,
robert_sympson,teresadg0,People’s votes are happening in the polls on a daily basis. We will have our Brexit and the remain HOC will not stop it. You’re done Barclay. Times up . You will be got rid of ,0,1,0,1127724835960963072,https://twitter.com/robert_sympson/status/1127724835960963072,819297780757884932,2019-05-12 23:58:47+00:00,Sun May 12 23:58:47 +0000 2019,,,,https://twitter.com/teresadg0/status/1127681195087732738
joshcm21,ElectionMapsUK,"Compared to 2017 where it seemed the 2 party system was resurgent in British Politics, these polls suggest that failure to deliver Brexit or failure to commit to a second referendum is creating the most fractured politics the country has ever seen. Although will it stick around? ",0,0,0,1127724797956382720,https://twitter.com/joshcm21/status/1127724797956382720,4494162562,2019-05-12 23:58:38+00:00,Sun May 12 23:58:38 +0000 2019,,,,https://twitter.com/ElectionMapsUK/status/1127723220352819200
trstdtravlr,,I heard Brexit: Panel to advise on Irish border solutions,0,0,0,1127724727643013120,https://twitter.com/trstdtravlr/status/1127724727643013120,865547958661431296,2019-05-12 23:58:21+00:00,Sun May 12 23:58:21 +0000 2019,,,,
Nonxens,,Was denn los mit queerer Chancengleichheit? Europäischer Grenzschutz und Fluchtroute Mittelmeer? Was los mit Brexit? Sogenannte neue Rechte?,0,1,0,1127724717287399425,https://twitter.com/Nonxens/status/1127724717287399425,419887296,2019-05-12 23:58:19+00:00,Sun May 12 23:58:19 +0000 2019,,,,
Fangs4Fantasy,Fangs4Fantasy,Honestly these are just a few of the many things about Brexit that keep me and my family up at night,0,0,0,1127724702603063297,https://twitter.com/Fangs4Fantasy/status/1127724702603063297,413594595,2019-05-12 23:58:15+00:00,Sun May 12 23:58:15 +0000 2019,,,,
NickWri96115032,,"There's zero chance of any deal PM Corbyn deal being passed by Parliament so why bother? If MPs refuse to deliver no deal brexit, we need a GE so Brexit Party can give it to us. Battle for Brexit: May and Corbyn face brutal defeat if they try to do deal http://shr.gs/apk4w3b",0,0,0,1127724695657181185,https://twitter.com/NickWri96115032/status/1127724695657181185,1101634322874851328,2019-05-12 23:58:14+00:00,Sun May 12 23:58:14 +0000 2019,,,,http://shr.gs/apk4w3b
keepbritainblue,DanielGynther,Brexit Party! ,0,1,0,1127724675239485440,https://twitter.com/keepbritainblue/status/1127724675239485440,896880674145226752,2019-05-12 23:58:09+00:00,Sun May 12 23:58:09 +0000 2019,,,,
BelugTrade,,UK PM May: Pull plug on Brexit talks with labour – Times http://dlvr.it/R4Z3xV,0,0,0,1127724651147214848,https://twitter.com/BelugTrade/status/1127724651147214848,1072534744833945600,2019-05-12 23:58:03+00:00,Sun May 12 23:58:03 +0000 2019,,,,http://dlvr.it/R4Z3xV
essene,rkemp59,"Zielig voor Timmermans -EU baan voor Rutte afgeruild voor topbaan voor Fransman die door Timmermans werd geambieerd -Achterbaksheid Rutte kent geen grenzen,al zal hij het goed maken met fopspeen erebaantje met penthouse voor spitzenfranske,bv EU soft Brexit coordinator",0,1,0,1127724650593751040,https://twitter.com/essene/status/1127724650593751040,18989710,2019-05-12 23:58:03+00:00,Sun May 12 23:58:03 +0000 2019,,,,
Hagenbeek,,#Brexit Farage woest op BBC: ‘Belachelijkste interview ooit!’ ,0,1,0,1127724625784340480,https://twitter.com/Hagenbeek/status/1127724625784340480,34250910,2019-05-12 23:57:57+00:00,Sun May 12 23:57:57 +0000 2019,#Brexit,,,https://www.telegraaf.nl/t/3575594/
andy_Brexit,toldthemiwasill,I thought for along time she was just being very clever holding the party together. But those around her are also responsible particularly the cabinet,0,2,1,1127724625645973509,https://twitter.com/andy_Brexit/status/1127724625645973509,396095407,2019-05-12 23:57:57+00:00,Sun May 12 23:57:57 +0000 2019,,,,https://twitter.com/toldthemiwasill/status/1127723981241503746
ElpisTaylor,DomWalsh13,Lay off the drugs Dom! The WA agreement is NOT Brexit,0,1,0,1127724605509181443,https://twitter.com/ElpisTaylor/status/1127724605509181443,3243944302,2019-05-12 23:57:52+00:00,Sun May 12 23:57:52 +0000 2019,,,,
bigbadbrexiteer,MartinKnight_,"#BrianWalden #Brexit I totally agree with @MartinKnight_ Brian Walden was pure, professional, old-school journalistic CLASS From an era of honesty in broadcasting R.I.P. Brian",0,2,0,1127724592833998848,https://twitter.com/bigbadbrexiteer/status/1127724592833998848,3177406031,2019-05-12 23:57:49+00:00,Sun May 12 23:57:49 +0000 2019,#BrianWalden #Brexit,@MartinKnight_,,https://twitter.com/MartinKnight_/status/1127594001740247041
_andrecferreira,EuropeElects,Could this be the end of the bipartisanship in Britain? #Brexit #Westminster,0,0,0,1127724570432163842,https://twitter.com/_andrecferreira/status/1127724570432163842,55374550,2019-05-12 23:57:44+00:00,Sun May 12 23:57:44 +0000 2019,#Brexit #Westminster,,,https://twitter.com/EuropeElects/status/1127722936763392000
FuryfromtheDeep,SteveBarclay,"Can't you see the obvious, Barclay? The WA is NOT leaving the EU. Brexit will only fail if cowards like you make it fail. I always voted Tory, when the party did NOT stand for weakness. Not any more. I am proud to be voting for The Brexit Party",0,0,0,1127724553457819648,https://twitter.com/FuryfromtheDeep/status/1127724553457819648,969274840044785665,2019-05-12 23:57:40+00:00,Sun May 12 23:57:40 +0000 2019,,,,
bandraidoir,,#bbcqt just packed with Brexit plants left right and centre AGAIN #BBCBias @bbcquestiontime Dreadful,1,0,0,1127724546113536000,https://twitter.com/bandraidoir/status/1127724546113536000,2982440403,2019-05-12 23:57:38+00:00,Sun May 12 23:57:38 +0000 2019,#bbcqt #BBCBias,@bbcquestiontime,,
nigrugthug,MaryMcM_85,They've been incredibly friendly haven't they !!! Problem is our team are full of remainer @UKCivilService led by @marksedwill &amp; @OllyRobbins trying to block real #Brexit,0,0,0,1127724545031405573,https://twitter.com/nigrugthug/status/1127724545031405573,2817159016,2019-05-12 23:57:38+00:00,Sun May 12 23:57:38 +0000 2019,#Brexit,@UKCivilService @marksedwill @OllyRobbins,,
