username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,hashtags,mentions,geo,urls
brexit_clock,,"Time until BREXIT is 350 days, 22 hours, 0 minutes and 0 seconds #BREXIT #BREXITCLOCK #CLOCK #EU #EUREF #LEAVE #ScotRef #Indyref #Indyref2 #FBPE",0,0,0,984581924978151424,https://twitter.com/brexit_clock/status/984581924978151424,931571397280845824,2018-04-12 23:59:58+00:00,Thu Apr 12 23:59:58 +0000 2018,#BREXIT #BREXITCLOCK #CLOCK #EU #EUREF #LEAVE #ScotRef #Indyref #Indyref2 #FBPE,,,
toadflaxmillion,thomasbrake,More Brits are moving to other EU countries to escape Brexit. #StopBrexit,0,0,0,984581887116103680,https://twitter.com/toadflaxmillion/status/984581887116103680,870336150841548801,2018-04-12 23:59:49+00:00,Thu Apr 12 23:59:49 +0000 2018,#StopBrexit,,,https://twitter.com/thomasbrake/status/984384130971467776
Ace07504663,ethanlculver,"In 10 years I believe the ones who are most effective at grasping power will be around. History shows the far right has more guns then the left. Are typically are more focused with what they want ""no more immigrants"". Examples are trump, brexit, other far right parties emerging",0,3,1,984581815263309825,https://twitter.com/Ace07504663/status/984581815263309825,911431027393990656,2018-04-12 23:59:32+00:00,Thu Apr 12 23:59:32 +0000 2018,,,,
troovus,,"Brexit and Theresa May's ""hostile atmosphere"" have divided &amp; poisoned the UK's social cohesion and the Windrush generation is being singled out for state harassment and deportation. BBC: ""Hey, this would be a great time to give Enoch Powell's #riversofblood speech a fresh airing!",5,10,2,984581739568861185,https://twitter.com/troovus/status/984581739568861185,1386918194,2018-04-12 23:59:14+00:00,Thu Apr 12 23:59:14 +0000 2018,#riversofblood,,,
everybrexitbot,,empty #brexit,0,0,0,984581686850617345,https://twitter.com/everybrexitbot/status/984581686850617345,906130471511355393,2018-04-12 23:59:01+00:00,Thu Apr 12 23:59:01 +0000 2018,#brexit,,,
Sanjay_Uppal,,"Today's ""Paper-Clips : Staple News"" is out https://paper.li/Sanjay_Uppal/1341154749?edition_id=77ba1bf0-3ead-11e8-95bf-0cc47a0d1605 #brexit #backstory",0,0,0,984581683759415296,https://twitter.com/Sanjay_Uppal/status/984581683759415296,67102188,2018-04-12 23:59:00+00:00,Thu Apr 12 23:59:00 +0000 2018,#brexit #backstory,,,https://paper.li/Sanjay_Uppal/1341154749?edition_id=77ba1bf0-3ead-11e8-95bf-0cc47a0d1605
ceribethlem,,"Hang about, some issues like brexit are too important to be taken without a referendum, yet this cunt reckons one person should have they right to reign death on innumerate innocents? https://twitter.com/JohnnyMercerUK/status/984554176465301504",1,1,0,984581613886623744,https://twitter.com/ceribethlem/status/984581613886623744,450769232,2018-04-12 23:58:44+00:00,Thu Apr 12 23:58:44 +0000 2018,,,,https://twitter.com/JohnnyMercerUK/status/984554176465301504
manfromatlan,Rachael_Swindon,"The same folk that conned every one into war then promoted the #Brexit campaign that took off on fear of refugees, just saying.",0,0,0,984581609469820928,https://twitter.com/manfromatlan/status/984581609469820928,175787871,2018-04-12 23:58:42+00:00,Thu Apr 12 23:58:42 +0000 2018,#Brexit,,,
R1CCD,BrexitIsIdiotic,UP THE BORO #BREXIT ,0,0,1,984581603333681152,https://twitter.com/R1CCD/status/984581603333681152,177218355,2018-04-12 23:58:41+00:00,Thu Apr 12 23:58:41 +0000 2018,#BREXIT,,,https://twitter.com/BrexitIsIdiotic/status/984580012459331585
PwC_JP_Brexit,,来週開催｢日米首脳会談｣にフツーの人も注目すべき理由 https://moneyforward.com/media/career/57335/ #Trump,0,0,0,984581594248691712,https://twitter.com/PwC_JP_Brexit/status/984581594248691712,760394988547022848,2018-04-12 23:58:39+00:00,Thu Apr 12 23:58:39 +0000 2018,#Trump,,,https://moneyforward.com/media/career/57335/
