username,to,text,retweets,favorites,replies,id,permalink,author_id,date,formatted_date,hashtags,mentions,geo,urls
Donza44,Mrtdogg,"Khan is too busy snubbing the elected US Pres (aka Leader of the Free World) & TELLING the Brexit Team what they should DEMAND to worry about things like that. Besides, I don't think criminals &amp; extremists are allowed in our capital anymore.",0,0,0,951967020861534208,https://twitter.com/Donza44/status/951967020861534208,388108026,2018-01-12 23:59:59+00:00,Fri Jan 12 23:59:59 +0000 2018,,,,
theeaglecanfly,spaceangel1964,"Their motivation for pursuing Brexit is a low paid, tax avoiding, money laundering, economy, with no rights, no benefits and no NHS. ",0,0,0,951967019775221760,https://twitter.com/theeaglecanfly/status/951967019775221760,195487908,2018-01-12 23:59:58+00:00,Fri Jan 12 23:59:58 +0000 2018,,,,https://twitter.com/spaceangel1964/status/951930023472136192
arthurfaeleith,Alasdair_Riggs,"Pretend to commit to the Euro. Schengen? Fine by me. Budget commitments? Well you've already agreed you made that bit up. All seems better than Brexit UK so far, doesn't it?",0,0,0,951967013907386368,https://twitter.com/arthurfaeleith/status/951967013907386368,1321258700,2018-01-12 23:59:57+00:00,Fri Jan 12 23:59:57 +0000 2018,,,,
brexit_clock,,"Time until BREXIT is 440 days, 22 hours, 59 minutes and 59 seconds #BREXIT #BREXITCLOCK #CLOCK #EU #EUREF #LEAVE #ScotRef #Indyref #Indyref2 #FBPE",0,0,0,951966995775442950,https://twitter.com/brexit_clock/status/951966995775442950,931571397280845824,2018-01-12 23:59:53+00:00,Fri Jan 12 23:59:53 +0000 2018,#BREXIT #BREXITCLOCK #CLOCK #EU #EUREF #LEAVE #ScotRef #Indyref #Indyref2 #FBPE,,,
CHACHIECOCO,brutalistPress,Is this what you want in the #UK ? #remain #brexit #ginamiller #nickclegg,0,0,0,951966965173637120,https://twitter.com/CHACHIECOCO/status/951966965173637120,95038648,2018-01-12 23:59:45+00:00,Fri Jan 12 23:59:45 +0000 2018,#UK #remain #brexit #ginamiller #nickclegg,,,
doclaw13,eubirthright,"No Brexit, of any kind, in any form, in any timeline. #FBPE",0,0,0,951966963928051719,https://twitter.com/doclaw13/status/951966963928051719,879726439381291008,2018-01-12 23:59:45+00:00,Fri Jan 12 23:59:45 +0000 2018,#FBPE,,,
ugooawsome,,Referendum II is coming. Farage just can’t bear being a Brexit misfit | Marina Hyde https://www.theguardian.com/commentisfree/2018/jan/12/referendum-ii-farage-brexit-steve-bannon #stopbrexitSaveOurNHS,0,0,0,951966926150029317,https://twitter.com/ugooawsome/status/951966926150029317,22681885,2018-01-12 23:59:36+00:00,Fri Jan 12 23:59:36 +0000 2018,#stopbrexitSaveOurNHS,,,https://www.theguardian.com/commentisfree/2018/jan/12/referendum-ii-farage-brexit-steve-bannon
lulzchef,,"Jello Beans I'm in favour of swapping Water, boiling or juice with Brexit cereals (non-EU wheat). C'est délicieux! http://www.foodista.com/recipe/2T2257VF/jello-beans",0,0,0,951966853907320833,https://twitter.com/lulzchef/status/951966853907320833,898107140,2018-01-12 23:59:19+00:00,Fri Jan 12 23:59:19 +0000 2018,,,,http://www.foodista.com/recipe/2T2257VF/jello-beans
scarletmonahan,,The Tories. Flatulent.. Festering & Foul. dumped #brexit #SATIRE 1,0,0,0,951966848463069184,https://twitter.com/scarletmonahan/status/951966848463069184,292619181,2018-01-12 23:59:18+00:00,Fri Jan 12 23:59:18 +0000 2018,#brexit #SATIRE,,,
botrot49,BorisJohnson,Couldn't agree more. Khan's anti US rhetoric likely to do more economic damage to London ..than the ridiculous brexit impact survey he commissioned that reported yesterday.,0,0,0,951966844264632320,https://twitter.com/botrot49/status/951966844264632320,2697886667,2018-01-12 23:59:17+00:00,Fri Jan 12 23:59:17 +0000 2018,,,,
johannketel,jonlis1,"Looking at the direction France and Germany are moving towards further integration and development of the Eurozone, the UK would only fit in most outer circle and #Brexit may have accelerated this process. The CDU/CSU/SPD coalition blueprint highlight for those who read German ",0,0,0,951966838380007426,https://twitter.com/johannketel/status/951966838380007426,3892666995,2018-01-12 23:59:15+00:00,Fri Jan 12 23:59:15 +0000 2018,#Brexit,,,
TheRenewALL,,Satan Kahn is our enemy and he made #London a shithole city. As per his objective: destroy The West. Thats why: #Brexit #CloseBorders #Deport http://www.breitbart.com/london/2018/01/12/kassam-blasts-sky-news-sadiq-khans-london-shithole/,0,0,0,951966818314448896,https://twitter.com/TheRenewALL/status/951966818314448896,856076690828791808,2018-01-12 23:59:10+00:00,Fri Jan 12 23:59:10 +0000 2018,#London #Brexit #CloseBorders #Deport,,,http://www.breitbart.com/london/2018/01/12/kassam-blasts-sky-news-sadiq-khans-london-shithole/
BerlinProcess,LordsIRCom,"Ahead of the next summit #WB6inLondon of #BerlinProcess, @UKHouseofLords compiled an important report on the UK and the future of #WesternBalkans. UK remains committed partner of the Berlin Process, regardless of #Brexit. ",19,20,2,951966815185448960,https://twitter.com/BerlinProcess/status/951966815185448960,715469588604002304,2018-01-12 23:59:10+00:00,Fri Jan 12 23:59:10 +0000 2018,#WB6inLondon #BerlinProcess #WesternBalkans #Brexit,@UKHouseofLords,,https://twitter.com/lordsircom/status/951037149482188801
Jonnymonkfish,freedomlynn123,Never too late to change your mind about Brexit though :),0,0,1,951966701196804097,https://twitter.com/Jonnymonkfish/status/951966701196804097,21608755,2018-01-12 23:58:42+00:00,Fri Jan 12 23:58:42 +0000 2018,,,,
KimSJ,,"I have today published an open letter to the BBC Chairman about the lack of impartiality over Brexit evinced by @BBCNews, in response to their woeful defence of their current policy. It is high time they correctly acknowledged that Brexit may not happen. ",52,95,7,951966690727907334,https://twitter.com/KimSJ/status/951966690727907334,23503920,2018-01-12 23:58:40+00:00,Fri Jan 12 23:58:40 +0000 2018,,@BBCNews,,
freath81,,"Gotta love hearing left-wing liberal ""opinions"" that echo almost word for word what mainstream biased media tell them is right to say. Proof that freedom of speech, intelligent thought, and differing opinion are not on the agenda. #brexit #shitholecountries",0,0,0,951966669504765952,https://twitter.com/freath81/status/951966669504765952,3360312405,2018-01-12 23:58:35+00:00,Fri Jan 12 23:58:35 +0000 2018,#brexit #shitholecountries,,,
IanJespersen,BorisJohnson,It horrifies me that you are in the position you http://are.You are a hypocrite-see telegraph where you refuse to visit parts of NYC 'cause u might bump into Trump.Ur rhetoric over Brexit damages our r/p with our biggest trading partner. Dunning Kruger is strong with you,0,0,0,951966638781411330,https://twitter.com/IanJespersen/status/951966638781411330,20588135,2018-01-12 23:58:28+00:00,Fri Jan 12 23:58:28 +0000 2018,,,,http://are.You
trilateralist73,,Jeremy Corbyn 'lacks leadership' for snubbing Brexit coalition ,0,0,0,951966598478245888,https://twitter.com/trilateralist73/status/951966598478245888,214443431,2018-01-12 23:58:18+00:00,Fri Jan 12 23:58:18 +0000 2018,,,,https://www.theguardian.com/politics/2018/jan/07/jeremy-corbyn-lacks-leadership-for-snubbing-brexit-coalition?CMP=Share_iOSApp_Other
dmanders44,,"@Nigel_Farage I voted to leave in the referendum but I would not vote in a second referendum as I feel that at the end of Brexit we will,after concessions be right where we started.",0,0,0,951966531289866240,https://twitter.com/dmanders44/status/951966531289866240,3034858343,2018-01-12 23:58:02+00:00,Fri Jan 12 23:58:02 +0000 2018,,@Nigel_Farage,,
ajfkosovo,pimpmytweeting,Bring on #Brexit,0,0,0,951966525916934151,https://twitter.com/ajfkosovo/status/951966525916934151,2263911484,2018-01-12 23:58:01+00:00,Fri Jan 12 23:58:01 +0000 2018,#Brexit,,,
pastiedumighan,rayjackson_59,Keep the blue flag flying high farage .remoaners out.brexit in,0,0,0,951966507919175680,https://twitter.com/pastiedumighan/status/951966507919175680,425231315,2018-01-12 23:57:56+00:00,Fri Jan 12 23:57:56 +0000 2018,,,,
